level_1,level_2,level_3,level_4,level_3_final,level_4_final,agency,agency_name,agency_display,agency_display_abbreviation,bureau,bureau_citation_display,bureau_display,bureau_display_abbreviation,program,value
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Corps of Engineers--Civil Works,US Department of Defense,Department of Defense,DOD,Corps of Engineers--Civil Works,US Army Corps of Engineers,Army Corps of Engineers,,Water Infrastructure Finance and Innovation Program Account,4141861.938
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Corps of Engineers--Civil Works,US Department of Defense,Department of Defense,DOD,Corps of Engineers--Civil Works,US Army Corps of Engineers,Army Corps of Engineers,,Revolving Fund,-101475617.5
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Corps of Engineers--Civil Works,US Department of Defense,Department of Defense,DOD,Corps of Engineers--Civil Works,US Army Corps of Engineers,Army Corps of Engineers,,"Special Recreation Use Fees, Corps of Engineers",-57843396.23
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Corps of Engineers--Civil Works,US Department of Defense,Department of Defense,DOD,Corps of Engineers--Civil Works,US Army Corps of Engineers,Army Corps of Engineers,,"Receipts from Leases of Lands Acquired for Flood Control, Navigation, and Allied Purposes",-17528301.89
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Corps of Engineers--Civil Works,US Department of Defense,Department of Defense,DOD,Corps of Engineers--Civil Works,US Army Corps of Engineers,Army Corps of Engineers,,"User Fees, Fund for Non-Federal Use of Disposal Facilities",-1752830.189
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Corps of Engineers--Civil Works,US Department of Defense,Department of Defense,DOD,Corps of Engineers--Civil Works,US Army Corps of Engineers,Army Corps of Engineers,,Interagency America the Beautiful Pass Revenues,3106396.4529999997
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Corps of Engineers--Civil Works,US Department of Defense,Department of Defense,DOD,Corps of Engineers--Civil Works,US Army Corps of Engineers,Army Corps of Engineers,,"Fees, Interagency America the Beautiful Pass Revenues",-1752830.189
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Corps of Engineers--Civil Works,US Department of Defense,Department of Defense,DOD,Corps of Engineers--Civil Works,US Army Corps of Engineers,Army Corps of Engineers,,"Fees, Special Use Permit Fees",-876415.0943
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Corps of Engineers--Civil Works,US Department of Defense,Department of Defense,DOD,Corps of Engineers--Civil Works,US Army Corps of Engineers,Army Corps of Engineers,,Coastal Wetlands Restoration Trust Fund,63163394.55
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Corps of Engineers--Civil Works,US Department of Defense,Department of Defense,DOD,Corps of Engineers--Civil Works,US Army Corps of Engineers,Army Corps of Engineers,,Inland Waterways Trust Fund,42454084.86
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Corps of Engineers--Civil Works,US Department of Defense,Department of Defense,DOD,Corps of Engineers--Civil Works,US Army Corps of Engineers,Army Corps of Engineers,,Rivers and Harbors Contributed Funds,650519906.3000001
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Corps of Engineers--Civil Works,US Department of Defense,Department of Defense,DOD,Corps of Engineers--Civil Works,US Army Corps of Engineers,Army Corps of Engineers,,"Contributions, Rivers and Harbors, Other Than Port and Harbor User Fees",-720413207.5
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Corps of Engineers--Civil Works,US Department of Defense,Department of Defense,DOD,Corps of Engineers--Civil Works,US Army Corps of Engineers,Army Corps of Engineers,,Harbor Maintenance Trust Fund,2697000000.0
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Corps of Engineers--Civil Works,US Department of Defense,Department of Defense,DOD,Corps of Engineers--Civil Works,US Army Corps of Engineers,Army Corps of Engineers,,Permanent Appropriations,25886637.11
Revenue,Federal Reserve earnings,,,,,Bureau of Consumer Financial Protection,Bureau of Consumer Financial Protection,Bureau of Consumer Financial Protection,,Bureau of Consumer Financial Protection,Bureau of Consumer Financial Protection,Bureau of Consumer Financial Protection,,"Transfers from the Federal Reserve Board, Bureau of Consumer Financial Protection Fund",763862383.0
Revenue,Other Non-Tax Revenue,,,,,Legislative Branch,Legislative Branch,Legislative Branch,,Library of Congress,Library of Congress,Library of Congress,,"Fees from Jukebox, Satellite and Cable Television for Operating Costs, Copyright Office",1038592.807
Revenue,Other Non-Tax Revenue,,,,,Legislative Branch,Legislative Branch,Legislative Branch,,United States Tax Court,United States Tax Court,United States Tax Court,,U. S. Tax Court Fees,1038592.807
Revenue,Other Non-Tax Revenue,,,,,Judicial Branch,Judicial Branch,Judicial Branch,,Judicial Branch,Judicial Branch,Judicial Branch,,"Filing Fees, U.S. Courts, Judiciary",167213441.8
Revenue,Other Non-Tax Revenue,,,,,Judicial Branch,Judicial Branch,Judicial Branch,,Judicial Branch,Judicial Branch,Judicial Branch,,"Fees, Registry Administration, Judiciary",2077185.6130000001
Revenue,Other Non-Tax Revenue,,,,,Department of Commerce,Department of Commerce,Department of Commerce,,Department of Commerce,Department of Commerce,Department of Commerce,,"Permit Title Registration Fees, Limited Access System Administration Fund",12463113.68
Revenue,Other Non-Tax Revenue,,,,,Department of Commerce,Department of Commerce,Department of Commerce,,Department of Commerce,Department of Commerce,Department of Commerce,,"Access Fees, Western Pacific Sustainable Fisheries Fund",1038592.807
Revenue,Other Non-Tax Revenue,,,,,Department of Commerce,Department of Commerce,Department of Commerce,,Department of Commerce,Department of Commerce,Department of Commerce,,"Fees, North Pacific Fishery Observer Fund",4154371.2260000003
Revenue,Other Non-Tax Revenue,,,,,Department of the Interior,Department of the Interior,Department of the Interior,,Department of the Interior,Department of the Interior,Department of the Interior,,"Abandoned Mine Reclamation Fund, Reclamation Fees",97627723.81
Revenue,Other Non-Tax Revenue,,,,,Department of the Interior,Department of the Interior,Department of the Interior,,Department of the Interior,Department of the Interior,Department of the Interior,,Migratory Bird Hunting Stamps,23887634.549999997
Revenue,Other Non-Tax Revenue,,,,,Department of the Interior,Department of the Interior,Department of the Interior,,Department of the Interior,Department of the Interior,Department of the Interior,,Migratory Birds Hunting Stamps (Conservation Easements),15578892.1
Revenue,Other Non-Tax Revenue,,,,,Department of the Interior,Department of the Interior,Department of the Interior,,Department of the Interior,Department of the Interior,Department of the Interior,,"National Indian Gaming Commission, Gaming Activity Fees",29080598.580000002
Revenue,Other Non-Tax Revenue,,,,,Department of Justice,Department of Justice,Department of Justice,,Department of Justice,Department of Justice,Department of Justice,,"Registration Fees, DEA",15578892.1
Revenue,Other Non-Tax Revenue,,,,,Department of Justice,Department of Justice,Department of Justice,,Department of Justice,Department of Justice,Department of Justice,,"Chapter Eleven Filing Fees, Bankruptcy, Department of Justice",5192964.033
Revenue,Other Non-Tax Revenue,,,,,Department of Justice,Department of Justice,Department of Justice,,Department of Justice,Department of Justice,Department of Justice,,"Fines, Penalties, and Forfeitures, Crime Victims Fund",1439489630.0
Revenue,Other Non-Tax Revenue,,,,,Department of Justice,Department of Justice,Department of Justice,,Department of Justice,Department of Justice,Department of Justice,,"Forfeited Cash and Proceeds from the Sale of Forfeited Property, Assets Forfeiture Fund",3220676293.0
Revenue,Other Non-Tax Revenue,,,,,Department of Justice,Department of Justice,Department of Justice,,Department of Justice,Department of Justice,Department of Justice,,"Fines, Penalties, and Forfeitures, Domestic Trafficking Victims' Fund",2077185.6130000001
Revenue,Other Non-Tax Revenue,,,,,Department of Justice,Department of Justice,Department of Justice,,Department of Justice,Department of Justice,Department of Justice,,"Fines, Penalties, and Forfeitures, United States Victims of State Sponsored Terrorism Fund",45698083.489999995
Revenue,Other Non-Tax Revenue,,,,,Department of Labor,Department of Labor,Department of Labor,,Department of Labor,Department of Labor,Department of Labor,,"Longshoremen's and Harbor Workers Compensation Act, Receipts, Special Workers'",96589131.00999999
Revenue,Other Non-Tax Revenue,,,,,Department of Labor,Department of Labor,Department of Labor,,Department of Labor,Department of Labor,Department of Labor,,"Workmen's Compensation Act within District of Columbia, Receipts, Special Workers'",4154371.2260000003
Revenue,Other Non-Tax Revenue,,,,,Department of State,Department of State,Department of State,,Department of State,Department of State,Department of State,,"Immigration, Passport, and Consular Fees",262763979.99999997
Revenue,Other Non-Tax Revenue,,,,,Department of Energy,Department of Energy,Department of Energy,,Department of Energy,Department of Energy,Department of Energy,,"Licenses under Federal Power Act from Public Lands and National Forests, Payment to States (37 1/2%)",3115778.42
